t,hip_theta_deg,hip_omega_dps,hip_alpha_dps2,hip_torque_nm,knee_theta_deg,knee_omega_dps,knee_alpha_dps2,knee_torque_nm
5.7069,25.4730,-9.1854,-3.5922,0.0625,-29.4426,5.3581,2.0954,-0.0227
5.7267,25.2901,-9.2563,-3.5601,-0.0143,-29.3359,5.3995,2.0767,0.0071
5.7468,25.1037,-9.3274,-3.5274,-0.0885,-29.2272,5.4410,2.0576,0.0361
5.7668,24.9162,-9.3977,-3.4945,-0.1690,-29.1178,5.4820,2.0384,0.0674
5.7868,24.7277,-9.4672,-3.4614,-0.2407,-29.0078,5.5225,2.0192,0.0954
5.8068,24.5381,-9.5359,-3.4282,-0.3186,-28.8972,5.5626,1.9998,0.1257
5.8268,24.3465,-9.6042,-3.3945,-0.3994,-28.7854,5.6025,1.9801,0.1571
5.8468,24.1539,-9.6718,-3.3607,-0.4813,-28.6731,5.6419,1.9604,0.1890
5.8669,23.9586,-9.7390,-3.3265,-0.5660,-28.5592,5.6811,1.9404,0.2217
5.8868,23.7644,-9.8048,-3.2924,-0.6660,-28.4459,5.7195,1.9206,0.2607
5.9068,23.5673,-9.8704,-3.2578,-0.7669,-28.3309,5.7577,1.9004,0.3000
5.9268,23.3696,-9.9351,-3.2231,-0.8603,-28.2156,5.7955,1.8802,0.3363
5.9467,23.1708,-9.9990,-3.1882,-0.9334,-28.0996,5.8328,1.8598,0.3647
5.9668,22.9698,-10.0626,-3.1530,-0.9928,-27.9824,5.8698,1.8392,0.3879
5.9868,22.7674,-10.1254,-3.1175,-1.0373,-27.8643,5.9065,1.8185,0.4051
6.0070,22.5626,-10.1879,-3.0815,-1.1020,-27.7448,5.9430,1.7976,0.4303
6.0268,22.3604,-10.2486,-3.0460,-1.2651,-27.6269,5.9783,1.7769,0.4938
6.0468,22.1543,-10.3093,-3.0099,-1.3229,-27.5067,6.0137,1.7558,0.5163
6.0667,21.9484,-10.3688,-2.9738,-1.3945,-27.3866,6.0485,1.7347,0.5441
6.0868,21.7398,-10.4281,-2.9372,-1.4812,-27.2649,6.0831,1.7133,0.5776
6.1068,21.5308,-10.4865,-2.9005,-1.5603,-27.1430,6.1171,1.6920,0.6085
6.1273,21.3154,-10.5455,-2.8627,-1.6979,-27.0173,6.1515,1.6699,0.6620
6.1468,21.1091,-10.6010,-2.8265,-1.8270,-26.8970,6.1839,1.6488,0.7123
6.1668,20.8959,-10.6573,-2.7891,-1.8431,-26.7726,6.2168,1.6270,0.7186
6.1867,20.6833,-10.7125,-2.7518,-1.8319,-26.6486,6.2489,1.6052,0.7141
6.2068,20.4680,-10.7672,-2.7140,-1.8745,-26.5230,6.2809,1.5832,0.7307
6.2268,20.2521,-10.8211,-2.6761,-2.0828,-26.3971,6.3123,1.5611,0.8116
6.2468,20.0351,-10.8743,-2.6381,-2.1440,-26.2705,6.3433,1.5389,0.8356
6.2668,19.8169,-10.9267,-2.5998,-2.2112,-26.1432,6.3739,1.5165,0.8618
6.2868,19.5982,-10.9782,-2.5614,-2.3655,-26.0156,6.4040,1.4941,0.9216
6.3070,19.3759,-11.0296,-2.5224,-2.3980,-25.8859,6.4339,1.4714,0.9341
6.3268,19.1567,-11.0792,-2.4839,-2.5787,-25.7581,6.4629,1.4490,1.0044
6.3468,18.9345,-11.1286,-2.4449,-2.5850,-25.6284,6.4917,1.4262,1.0070
6.3668,18.7120,-11.1769,-2.4059,-2.6287,-25.4986,6.5199,1.4034,1.0241
6.3867,18.4883,-11.2246,-2.3667,-2.6934,-25.3682,6.5477,1.3805,1.0493
6.4071,18.2594,-11.2724,-2.3265,-2.6657,-25.2346,6.5755,1.3571,1.0384
6.4268,18.0366,-11.3178,-2.2874,-2.9471,-25.1047,6.6021,1.3343,1.1477
6.4468,17.8101,-11.3632,-2.2476,-2.9717,-24.9725,6.6285,1.3111,1.1574
6.4667,17.5829,-11.4076,-2.2078,-3.0210,-24.8400,6.6544,1.2879,1.1767
6.4868,17.3531,-11.4516,-2.1675,-2.9969,-24.7060,6.6801,1.2644,1.1674
6.5068,17.1238,-11.4945,-2.1272,-3.1706,-24.5722,6.7051,1.2409,1.2349
6.5268,16.8937,-11.5366,-2.0869,-3.4113,-24.4380,6.7297,1.2173,1.3285
6.5468,16.6631,-11.5778,-2.0464,-3.4331,-24.3034,6.7537,1.1937,1.3369
6.5668,16.4306,-11.6185,-2.0056,-3.4512,-24.1678,6.7774,1.1699,1.3439
6.5868,16.1983,-11.6581,-1.9648,-3.6642,-24.0323,6.8005,1.1462,1.4269
6.6068,15.9642,-11.6971,-1.9238,-3.7338,-23.8958,6.8233,1.1222,1.4538
6.6268,15.7305,-11.7350,-1.8828,-3.7095,-23.7595,6.8454,1.0983,1.4444
6.6468,15.4948,-11.7724,-1.8414,-3.8540,-23.6220,6.8672,1.0742,1.5005
6.6668,15.2593,-11.8087,-1.8001,-3.5733,-23.4846,6.8884,1.0501,1.3913
6.6868,15.0227,-11.8443,-1.7586,-3.8301,-23.3466,6.9092,1.0258,1.4912
6.7068,14.7849,-11.8792,-1.7168,-4.1031,-23.2078,6.9295,1.0015,1.5973
6.7268,14.5475,-11.9130,-1.6752,-3.9240,-23.0694,6.9493,0.9772,1.5276
6.7468,14.3087,-11.9461,-1.6333,-4.1247,-22.9301,6.9686,0.9528,1.6057
6.7668,14.0698,-11.9783,-1.5914,-4.3584,-22.7907,6.9874,0.9283,1.6966
6.7868,13.8298,-12.0097,-1.5493,-4.1511,-22.6507,7.0057,0.9037,1.6159
6.8073,13.5836,-12.0410,-1.5061,-4.1079,-22.5071,7.0239,0.8785,1.5991
6.8269,13.3469,-12.0702,-1.4646,-4.3884,-22.3690,7.0409,0.8543,1.7083
6.8468,13.1063,-12.0989,-1.4223,-4.2819,-22.2287,7.0577,0.8297,1.6668
6.8667,12.8651,-12.1268,-1.3800,-4.4562,-22.0880,7.0740,0.8050,1.7347
6.8868,12.6218,-12.1541,-1.3373,-4.3922,-21.9460,7.0899,0.7801,1.7097
6.9067,12.3787,-12.1803,-1.2947,-4.7531,-21.8042,7.1052,0.7552,1.8501
6.9268,12.1341,-12.2059,-1.2518,-4.9400,-21.6616,7.1201,0.7302,1.9228
6.9471,11.8856,-12.2309,-1.2081,-4.9222,-21.5166,7.1347,0.7048,1.9159
6.9668,11.6451,-12.2542,-1.1659,-5.0099,-21.3763,7.1483,0.6801,1.9501
6.9868,11.3995,-12.2771,-1.1229,-4.9498,-21.2330,7.1617,0.6550,1.9268
7.0068,11.1537,-12.2992,-1.0797,-5.0932,-21.0897,7.1745,0.6298,1.9825
7.0267,10.9084,-12.3203,-1.0367,-5.2124,-20.9466,7.1868,0.6047,2.0288
7.0470,10.6584,-12.3408,-0.9928,-5.4413,-20.8007,7.1988,0.5791,2.1178
7.0668,10.4143,-12.3600,-0.9500,-5.1477,-20.6583,7.2100,0.5542,2.0034
7.0870,10.1646,-12.3788,-0.9062,-5.2767,-20.5127,7.2209,0.5286,2.0537
7.1071,9.9145,-12.3966,-0.8623,-5.6183,-20.3668,7.2314,0.5030,2.1865
7.1269,9.6700,-12.4132,-0.8194,-5.7370,-20.2242,7.2410,0.4780,2.2331
7.1468,9.4217,-12.4291,-0.7758,-5.6953,-20.0793,7.2503,0.4526,2.2167
7.1668,9.1733,-12.4442,-0.7322,-5.7453,-19.9344,7.2591,0.4271,2.2361
7.1869,8.9236,-12.4584,-0.6884,-5.8083,-19.7888,7.2674,0.4016,2.2605
7.2071,8.6713,-12.4719,-0.6442,-5.4382,-19.6416,7.2753,0.3758,2.1164
7.2268,8.4251,-12.4842,-0.6010,-5.9506,-19.4980,7.2825,0.3506,2.3160
7.2468,8.1757,-12.4958,-0.5572,-6.2182,-19.3525,7.2892,0.3250,2.4202
7.2671,7.9219,-12.5066,-0.5127,-6.3623,-19.2044,7.2955,0.2991,2.4763
7.2869,7.6747,-12.5163,-0.4693,-6.0928,-19.0602,7.3012,0.2738,2.3714
7.3069,7.4238,-12.5253,-0.4253,-6.0888,-18.9139,7.3064,0.2481,2.3698
7.3269,7.1734,-12.5333,-0.3814,-6.2378,-18.7678,7.3111,0.2225,2.4276
7.3468,6.9242,-12.5405,-0.3376,-6.3316,-18.6225,7.3153,0.1969,2.4640
7.3671,6.6694,-12.5469,-0.2929,-6.0553,-18.4738,7.3190,0.1709,2.3564
7.3870,6.4201,-12.5523,-0.2492,-6.3559,-18.3284,7.3222,0.1453,2.4734
7.4068,6.1713,-12.5568,-0.2055,-6.7220,-18.1833,7.3248,0.1199,2.6160
7.4269,5.9191,-12.5605,-0.1613,-6.3124,-18.0361,7.3269,0.0941,2.4564
7.4471,5.6648,-12.5633,-0.1167,-6.1921,-17.8878,7.3286,0.0680,2.4094
7.4669,5.4158,-12.5652,-0.0729,-6.9652,-17.7425,7.3297,0.0426,2.7104
7.4871,5.1619,-12.5662,-0.0284,-6.8113,-17.5944,7.3303,0.0166,2.6506
7.5068,4.9142,-12.5663,0.0151,-6.8639,-17.4500,7.3304,-0.0088,2.6710
7.5268,4.6629,-12.5656,0.0591,-6.8258,-17.3034,7.3299,-0.0345,2.6563
7.5471,4.4084,-12.5639,0.1038,-6.5627,-17.1549,7.3290,-0.0605,2.5536
7.5668,4.1606,-12.5615,0.1473,-6.9005,-17.0103,7.3275,-0.0859,2.6851
7.5869,3.9081,-12.5580,0.1916,-6.9539,-16.8630,7.3255,-0.1118,2.7059
7.6069,3.6574,-12.5538,0.2356,-7.2079,-16.7168,7.3230,-0.1374,2.8050
7.6269,3.4066,-12.5486,0.2796,-7.2036,-16.5705,7.3200,-0.1631,2.8033
7.6469,3.1551,-12.5426,0.3237,-7.5283,-16.4238,7.3165,-0.1888,2.9297
7.6668,2.9061,-12.5357,0.3674,-7.6853,-16.2786,7.3125,-0.2143,2.9908
7.6872,2.6504,-12.5278,0.4123,-7.1239,-16.1294,7.3079,-0.2405,2.7720
7.7068,2.4043,-12.5192,0.4554,-7.3628,-15.9859,7.3029,-0.2657,2.8649
7.7268,2.1544,-12.5097,0.4993,-7.7409,-15.8401,7.2973,-0.2913,3.0122
7.7468,1.9045,-12.4993,0.5431,-7.9164,-15.6943,7.2913,-0.3168,3.0806
7.7671,1.6500,-12.4878,0.5878,-7.3385,-15.5459,7.2845,-0.3429,2.8554
7.7872,1.3992,-12.4755,0.6318,-7.8455,-15.3995,7.2774,-0.3686,3.0529
7.8070,1.1523,-12.4626,0.6751,-7.7925,-15.2555,7.2698,-0.3938,3.0321
7.8268,0.9057,-12.4488,0.7184,-7.8097,-15.1117,7.2618,-0.4191,3.0388
7.8471,0.6540,-12.4338,0.7626,-7.7446,-14.9648,7.2531,-0.4448,3.0135
7.8669,0.4080,-12.4183,0.8057,-7.8636,-14.8213,7.2440,-0.4700,3.0597
7.8868,0.1610,-12.4018,0.8490,-7.8259,-14.6773,7.2344,-0.4953,3.0451
7.9069,-0.0884,-12.3843,0.8928,-7.8484,-14.5318,7.2242,-0.5208,3.0538
7.9269,-0.3355,-12.3660,0.9362,-8.1123,-14.3876,7.2135,-0.5461,3.1564
7.9469,-0.5838,-12.3468,0.9797,-8.1253,-14.2428,7.2023,-0.5715,3.1615
7.9668,-0.8292,-12.3269,1.0228,-8.1623,-14.0996,7.1907,-0.5966,3.1758
7.9871,-1.0787,-12.3057,1.0666,-8.2085,-13.9541,7.1783,-0.6222,3.1938
8.0069,-1.3221,-12.2842,1.1093,-8.5451,-13.8121,7.1658,-0.6471,3.3250
8.0269,-1.5677,-12.2615,1.1524,-8.3105,-13.6689,7.1526,-0.6722,3.2336
8.0468,-1.8118,-12.2381,1.1952,-7.8911,-13.5265,7.1389,-0.6972,3.0701
8.0669,-2.0568,-12.2138,1.2382,-8.0912,-13.3835,7.1247,-0.7223,3.1480
8.0868,-2.2999,-12.1887,1.2808,-8.3409,-13.2417,7.1101,-0.7472,3.2452
8.1071,-2.5471,-12.1622,1.3242,-7.9820,-13.0975,7.0946,-0.7725,3.1053
8.1272,-2.7912,-12.1352,1.3670,-8.6533,-12.9551,7.0789,-0.7974,3.3669
8.1468,-3.0289,-12.1080,1.4087,-8.9266,-12.8165,7.0630,-0.8218,3.4734
8.1670,-3.2728,-12.0791,1.4515,-8.2805,-12.6742,7.0462,-0.8467,3.2216
8.1871,-3.5153,-12.0495,1.4941,-8.3796,-12.5327,7.0289,-0.8716,3.2599
8.2068,-3.7529,-12.0196,1.5358,-8.4330,-12.3941,7.0114,-0.8959,3.2809
8.2268,-3.9929,-11.9885,1.5779,-8.6216,-12.2542,6.9933,-0.9204,3.3543
8.2468,-4.2323,-11.9565,1.6199,-8.7532,-12.1145,6.9746,-0.9449,3.4055
8.2668,-4.4707,-11.9238,1.6617,-8.8250,-11.9754,6.9555,-0.9693,3.4334
8.2869,-4.7100,-11.8899,1.7037,-8.8765,-11.8358,6.9358,-0.9938,3.4535
8.3068,-4.9464,-11.8556,1.7452,-9.2353,-11.6979,6.9158,-1.0180,3.5933
8.3268,-5.1840,-11.8202,1.7869,-8.9704,-11.5593,6.8951,-1.0423,3.4902
8.3469,-5.4207,-11.7839,1.8284,-8.8818,-11.4212,6.8739,-1.0666,3.4556
8.3668,-5.6551,-11.7471,1.8695,-9.1318,-11.2846,6.8525,-1.0906,3.5531
8.3869,-5.8906,-11.7091,1.9109,-9.0688,-11.1471,6.8303,-1.1147,3.5284
8.4070,-6.1253,-11.6703,1.9520,-8.9867,-11.0102,6.8077,-1.1387,3.4964
8.4271,-6.3592,-11.6307,1.9931,-7.9851,-10.8738,6.7846,-1.1626,3.1063
8.4468,-6.5885,-11.5910,2.0333,-9.1398,-10.7400,6.7614,-1.1861,3.5559
8.4670,-6.8226,-11.5494,2.0744,-9.1989,-10.6035,6.7372,-1.2101,3.5789
8.4869,-7.0515,-11.5078,2.1145,-9.2476,-10.4700,6.7129,-1.2335,3.5978
8.5070,-7.2824,-11.4649,2.1551,-9.4274,-10.3353,6.6879,-1.2571,3.6677
8.5269,-7.5103,-11.4216,2.1950,-9.1766,-10.2023,6.6626,-1.2804,3.5702
8.5468,-7.7368,-11.3776,2.2348,-9.1519,-10.0702,6.6369,-1.3036,3.5605
8.5668,-7.9640,-11.3325,2.2747,-9.3175,-9.9377,6.6106,-1.3269,3.6249
8.5872,-8.1953,-11.2855,2.3153,-9.3955,-9.8027,6.5832,-1.3506,3.6552
8.6068,-8.4155,-11.2399,2.3539,-9.7761,-9.6743,6.5566,-1.3731,3.8036
8.6267,-8.6393,-11.1925,2.3931,-9.9351,-9.5438,6.5290,-1.3960,3.8655
8.6470,-8.8651,-11.1437,2.4328,-9.5706,-9.4120,6.5005,-1.4191,3.7235
8.6669,-9.0864,-11.0949,2.4716,-9.5575,-9.2829,6.4721,-1.4418,3.7183
8.6868,-9.3075,-11.0452,2.5104,-9.5712,-9.1540,6.4430,-1.4644,3.7235
8.7068,-9.5279,-10.9946,2.5491,-9.9361,-9.0254,6.4135,-1.4870,3.8658
8.7269,-9.7479,-10.9431,2.5877,-9.2134,-8.8970,6.3835,-1.5095,3.5841
8.7468,-9.9656,-10.8911,2.6259,-9.3448,-8.7701,6.3531,-1.5317,3.6353
8.7668,-10.1826,-10.8383,2.6639,-9.4139,-8.6435,6.3223,-1.5540,3.6622
8.7870,-10.4010,-10.7841,2.7023,-9.4571,-8.5161,6.2907,-1.5763,3.6790
8.8068,-10.6134,-10.7304,2.7395,-9.9781,-8.3922,6.2594,-1.5981,3.8820
8.8267,-10.8272,-10.6753,2.7770,-9.7184,-8.2675,6.2272,-1.6199,3.7808
8.8468,-11.0403,-10.6193,2.8144,-9.6225,-8.1432,6.1946,-1.6417,3.7434
8.8669,-11.2532,-10.5623,2.8518,-9.1848,-8.0190,6.1614,-1.6635,3.5727
8.8868,-11.4634,-10.5051,2.8887,-9.0287,-7.8964,6.1280,-1.6851,3.5118
8.9070,-11.6745,-10.4465,2.9257,-8.9807,-7.7732,6.0938,-1.7067,3.4930
8.9268,-11.8813,-10.3880,2.9620,-9.3605,-7.6526,6.0597,-1.7278,3.6411
8.9469,-12.0892,-10.3282,2.9985,-9.8428,-7.5313,6.0248,-1.7491,3.8289
8.9668,-12.2942,-10.2682,3.0344,-9.7654,-7.4117,5.9898,-1.7701,3.7988
8.9870,-12.5009,-10.2066,3.0707,-8.9662,-7.2912,5.9538,-1.7912,3.4875
9.0068,-12.7027,-10.1453,3.1061,-9.8294,-7.1734,5.9181,-1.8119,3.8238
9.0268,-12.9051,-10.0828,3.1416,-9.8639,-7.0554,5.8816,-1.8326,3.8372
9.0468,-13.1060,-10.0197,3.1769,-9.6680,-6.9382,5.8448,-1.8532,3.7610
9.0668,-13.3056,-9.9558,3.2119,-9.5489,-6.8217,5.8075,-1.8736,3.7145
9.0868,-13.5038,-9.8913,3.2467,-9.5066,-6.7061,5.7699,-1.8939,3.6981
9.1069,-13.7024,-9.8256,3.2815,-10.1274,-6.5903,5.7316,-1.9142,3.9399
9.1270,-13.8992,-9.7593,3.3160,-10.4144,-6.4755,5.6929,-1.9344,4.0517
9.1471,-14.0943,-9.6924,3.3503,-10.5269,-6.3617,5.6539,-1.9543,4.0955
9.1670,-14.2873,-9.6251,3.3841,-10.5752,-6.2491,5.6147,-1.9741,4.1143
9.1870,-14.4788,-9.5572,3.4177,-10.2251,-6.1373,5.5750,-1.9937,3.9778
9.2069,-14.6678,-9.4891,3.4509,-10.4785,-6.0271,5.5353,-2.0130,4.0766
9.2270,-14.8584,-9.4191,3.4844,-10.1042,-5.9159,5.4945,-2.0325,3.9307
9.2468,-15.0439,-9.3499,3.5169,-10.0818,-5.8077,5.4541,-2.0515,3.9219
9.2669,-15.2312,-9.2789,3.5498,-9.6771,-5.6985,5.4127,-2.0707,3.7643
9.2868,-15.4148,-9.2080,3.5820,-9.8982,-5.5913,5.3714,-2.0895,3.8503
9.3069,-15.6000,-9.1354,3.6145,-9.8778,-5.4833,5.3290,-2.1084,3.8423
9.3272,-15.7839,-9.0620,3.6467,-9.5141,-5.3760,5.2862,-2.1273,3.7008
9.3468,-15.9610,-8.9902,3.6778,-9.9367,-5.2728,5.2443,-2.1454,3.8652
9.3668,-16.1399,-8.9164,3.7092,-9.9013,-5.1684,5.2012,-2.1637,3.8515
9.3867,-16.3172,-8.8420,3.7403,-9.8883,-5.0650,5.1578,-2.1818,3.8464
9.4068,-16.4941,-8.7665,3.7714,-9.8845,-4.9618,5.1138,-2.2000,3.8449
9.4267,-16.6678,-8.6912,3.8018,-9.8836,-4.8605,5.0699,-2.2177,3.8445
9.4468,-16.8415,-8.6146,3.8323,-8.5445,-4.7591,5.0252,-2.2355,3.3226
9.4669,-17.0142,-8.5371,3.8626,-8.9089,-4.6584,4.9799,-2.2532,3.4645
9.4868,-17.1834,-8.4599,3.8923,-9.7786,-4.5597,4.9349,-2.2705,3.8035
9.5068,-17.3511,-8.3821,3.9217,-10.4528,-4.4618,4.8895,-2.2877,4.0662
9.5270,-17.5197,-8.3025,3.9513,-10.1205,-4.3635,4.8431,-2.3049,3.9368
9.5468,-17.6838,-8.2238,3.9801,-10.4790,-4.2678,4.7972,-2.3217,4.0765
9.5671,-17.8497,-8.1427,4.0092,-10.1284,-4.1710,4.7499,-2.3387,3.9399
9.5868,-18.0090,-8.0637,4.0372,-10.1098,-4.0781,4.7038,-2.3550,3.9326
9.6068,-18.1697,-7.9825,4.0654,-9.5343,-3.9843,4.6565,-2.3715,3.7082
9.6271,-18.3310,-7.8997,4.0936,-9.7258,-3.8903,4.6081,-2.3880,3.7829
9.6470,-18.4877,-7.8178,4.1211,-10.3209,-3.7989,4.5604,-2.4040,4.0148
9.6669,-18.6418,-7.7359,4.1482,-10.5326,-3.7090,4.5126,-2.4198,4.0973
9.6876,-18.8010,-7.6497,4.1761,-9.6824,-3.6161,4.4623,-2.4361,3.7660
9.7068,-18.9477,-7.5690,4.2018,-10.0725,-3.5305,4.4152,-2.4511,3.9181
9.7268,-19.0980,-7.4847,4.2282,-10.5082,-3.4428,4.3661,-2.4665,4.0878
9.7468,-19.2470,-7.3999,4.2544,-9.9719,-3.3559,4.3166,-2.4817,3.8789
9.7668,-19.3940,-7.3146,4.2802,-9.9704,-3.2701,4.2668,-2.4968,3.8782
9.7872,-19.5421,-7.2271,4.3062,-10.1559,-3.1837,4.2158,-2.5119,3.9504
9.8070,-19.6849,-7.1413,4.3312,-10.6609,-3.1005,4.1658,-2.5265,4.1471
9.8270,-19.8265,-7.0546,4.3561,-10.7951,-3.0179,4.1152,-2.5410,4.1994
9.8468,-19.9651,-6.9683,4.3804,-10.6676,-2.9370,4.0649,-2.5552,4.1499
9.8671,-20.1059,-6.8790,4.4051,-10.1314,-2.8549,4.0127,-2.5696,3.9410
9.8869,-20.2415,-6.7914,4.4289,-10.3844,-2.7758,3.9616,-2.5835,4.0395
9.9070,-20.3765,-6.7025,4.4526,-10.2479,-2.6970,3.9098,-2.5973,3.9862
9.9268,-20.5088,-6.6138,4.4758,-10.2054,-2.6199,3.8580,-2.6109,3.9696
9.9468,-20.6401,-6.5241,4.4988,-9.9221,-2.5433,3.8057,-2.6243,3.8593
9.9668,-20.7695,-6.4340,4.5215,-9.7742,-2.4678,3.7532,-2.6375,3.8017
9.9868,-20.8976,-6.3432,4.5440,-9.9878,-2.3931,3.7002,-2.6507,3.8848
10.0068,-21.0235,-6.2521,4.5661,-10.0692,-2.3196,3.6471,-2.6635,3.9165
10.0270,-21.1486,-6.1598,4.5880,-9.8245,-2.2467,3.5932,-2.6763,3.8213
10.0468,-21.2695,-6.0689,4.6092,-10.3794,-2.1761,3.5402,-2.6887,4.0374
10.0668,-21.3904,-5.9762,4.6304,-9.9256,-2.1056,3.4861,-2.7011,3.8607
10.0868,-21.5090,-5.8833,4.6513,-9.6124,-2.0364,3.4319,-2.7132,3.7385
10.1068,-21.6256,-5.7902,4.6717,-9.8713,-1.9684,3.3776,-2.7252,3.8394
10.1268,-21.7406,-5.6964,4.6919,-9.6818,-1.9013,3.3229,-2.7369,3.7656
10.1468,-21.8535,-5.6025,4.7117,-9.4888,-1.8355,3.2681,-2.7485,3.6903
10.1668,-21.9646,-5.5080,4.7312,-9.7817,-1.7706,3.2130,-2.7599,3.8045
10.1870,-22.0746,-5.4125,4.7505,-9.8647,-1.7065,3.1573,-2.7711,3.8369
10.2068,-22.1808,-5.3183,4.7691,-9.7463,-1.6445,3.1024,-2.7820,3.7908
10.2268,-22.2863,-5.2227,4.7876,-9.1152,-1.5830,3.0466,-2.7928,3.5448
10.2469,-22.3904,-5.1262,4.8059,-9.2584,-1.5223,2.9903,-2.8034,3.6006
10.2672,-22.4935,-5.0284,4.8240,-9.3029,-1.4621,2.9332,-2.8140,3.6180
10.2868,-22.5912,-4.9336,4.8411,-9.7088,-1.4051,2.8780,-2.8240,3.7761
10.3068,-22.6889,-4.8366,4.8583,-9.2371,-1.3481,2.8214,-2.8340,3.5924
10.3268,-22.7845,-4.7395,4.8751,-9.3450,-1.2924,2.7647,-2.8438,3.6345
10.3468,-22.8785,-4.6416,4.8915,-9.7494,-1.2376,2.7076,-2.8534,3.7921
10.3667,-22.9701,-4.5439,4.9076,-9.4233,-1.1841,2.6506,-2.8628,3.6650
10.3867,-23.0599,-4.4457,4.9234,-9.2692,-1.1317,2.5933,-2.8720,3.6050
10.4069,-23.1487,-4.3461,4.9390,-9.1866,-1.0799,2.5352,-2.8811,3.5728
10.4269,-23.2346,-4.2472,4.9540,-9.2660,-1.0298,2.4775,-2.8899,3.6037
10.4471,-23.3194,-4.1470,4.9689,-9.6130,-0.9804,2.4191,-2.8985,3.7390
10.4671,-23.4013,-4.0474,4.9833,-9.7166,-0.9326,2.3610,-2.9069,3.7794
10.4871,-23.4812,-3.9478,4.9973,-9.1728,-0.8860,2.3029,-2.9151,3.5675
10.5069,-23.5583,-3.8487,5.0108,-8.3183,-0.8410,2.2451,-2.9230,3.2345
10.5268,-23.6341,-3.7486,5.0241,-8.0837,-0.7968,2.1867,-2.9307,3.1430
10.5470,-23.7086,-3.6473,5.0372,-8.4033,-0.7533,2.1276,-2.9384,3.2675
10.5668,-23.7798,-3.5475,5.0497,-8.7848,-0.7118,2.0694,-2.9457,3.4162
10.5871,-23.8507,-3.4449,5.0621,-9.2690,-0.6704,2.0096,-2.9529,3.6050
10.6068,-23.9176,-3.3450,5.0739,-9.0800,-0.6314,1.9513,-2.9598,3.5314
10.6270,-23.9842,-3.2423,5.0856,-8.8818,-0.5925,1.8913,-2.9666,3.4541
10.6468,-24.0473,-3.1417,5.0966,-9.2253,-0.5557,1.8326,-2.9730,3.5880
10.6669,-24.1095,-3.0390,5.1075,-8.8967,-0.5194,1.7727,-2.9794,3.4600
10.6871,-24.1699,-2.9357,5.1181,-8.3475,-0.4842,1.7125,-2.9856,3.2460
10.7068,-24.2267,-2.8349,5.1281,-8.6326,-0.4511,1.6537,-2.9914,3.3571
10.7269,-24.2826,-2.7316,5.1379,-8.8314,-0.4185,1.5935,-2.9971,3.4345
10.7470,-24.3366,-2.6280,5.1474,-8.6561,-0.3870,1.5330,-3.0026,3.3663
10.7668,-24.3876,-2.5261,5.1563,-8.9744,-0.3572,1.4735,-3.0079,3.4903
10.7872,-24.4380,-2.4210,5.1652,-8.6463,-0.3278,1.4122,-3.0130,3.3625
10.8068,-24.4846,-2.3193,5.1734,-8.5908,-0.3006,1.3529,-3.0178,3.3409
10.8269,-24.5302,-2.2152,5.1814,-8.6703,-0.2741,1.2922,-3.0225,3.3719
10.8468,-24.5732,-2.1121,5.1889,-8.6833,-0.2489,1.2320,-3.0269,3.3769
10.8669,-24.6145,-2.0080,5.1962,-8.6561,-0.2249,1.1713,-3.0311,3.3664
10.8868,-24.6535,-1.9044,5.2030,-8.0199,-0.2021,1.1109,-3.0351,3.1185
10.9068,-24.6905,-1.8003,5.2095,-8.0890,-0.1805,1.0502,-3.0389,3.1455
10.9267,-24.7254,-1.6964,5.2156,-8.0904,-0.1602,0.9896,-3.0424,3.1460
10.9469,-24.7585,-1.5913,5.2214,-8.0633,-0.1409,0.9282,-3.0458,3.1355
10.9668,-24.7892,-1.4870,5.2268,-8.0237,-0.1229,0.8674,-3.0490,3.1201
10.9870,-24.8182,-1.3815,5.2319,-7.6243,-0.1061,0.8059,-3.0519,2.9646
11.0068,-24.8444,-1.2782,5.2365,-8.2173,-0.0908,0.7456,-3.0546,3.1956
11.0271,-24.8693,-1.1719,5.2409,-8.0012,-0.0763,0.6836,-3.0572,3.1114
11.0474,-24.8920,-1.0652,5.2448,-8.2855,-0.0630,0.6214,-3.0595,3.2222
11.0671,-24.9120,-0.9618,5.2483,-8.3539,-0.0513,0.5611,-3.0615,3.2489
11.0870,-24.9301,-0.8571,5.2515,-8.4761,-0.0408,0.5000,-3.0634,3.2966
11.1071,-24.9462,-0.7519,5.2544,-8.1768,-0.0314,0.4386,-3.0650,3.1800
11.1269,-24.9601,-0.6476,5.2568,-8.0382,-0.0233,0.3777,-3.0665,3.1260
11.1469,-24.9720,-0.5425,5.2589,-7.9541,-0.0163,0.3164,-3.0677,3.0932
11.1668,-24.9818,-0.4378,5.2606,-7.8882,-0.0106,0.2554,-3.0687,3.0676
11.1869,-24.9895,-0.3322,5.2619,-7.6341,-0.0061,0.1938,-3.0695,2.9687
11.2068,-24.9951,-0.2272,5.2629,-7.4775,-0.0029,0.1325,-3.0700,2.9078
11.2268,-24.9986,-0.1221,5.2635,-7.4840,-0.0008,0.0712,-3.0704,2.9104
11.2468,-25.0000,-0.0169,5.2638,-7.4485,-0.0000,0.0099,-3.0705,2.8966
11.2667,-24.9993,0.0882,5.2637,-7.6777,-0.0004,-0.0514,-3.0705,2.9858
11.2872,-24.9963,0.1960,5.2631,-6.8035,-0.0021,-0.1144,-3.0702,2.6459
